id,calories,proteins,fat,carbohydrate,name,image
258,59.0,2.8,0.3,13.4,Daun Kedondong,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/1/3/24b383ed-0957-44ff-a84e-63251c4d77ed.jpg
259,82.0,6.7,1.7,14.3,Daun Kelor,https://diskes.badungkab.go.id/storage/diskes/image/WhatsApp%20Image%202023-01-30%20at%2013.55.59.jpeg
260,61.0,6.1,0.9,10.0,Daun Kelor rebus,https://img-global.cpcdn.com/recipes/ed600b784cb28839/680x482cq70/daun-kelor-rebus-foto-resep-utama.jpg
261,46.0,4.0,0.5,8.9,Daun Kemangi,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2021/11/01025747/ini-4-manfaat-daun-kemangi-yang-jarang-diketahui-halodoc.jpg
262,45.0,3.7,0.5,6.6,Daun kenikir segar,https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2022/12/18/1000776031.jpg
263,48.0,4.5,0.8,9.1,Daun kesum segar,https://id-test-11.slatic.net/p/764fec8a7c2b4aab6a2355fc945e85c7.png
264,22.0,2.1,0.5,3.6,Daun kol sawi segar,https://asset.kompas.com/crops/MsuwGORqaxVW-qpj97DoEK4RTLs=/293x0:1145x568/780x390/data/photo/2021/09/27/61517629bbd33.jpg
265,23.0,3.0,0.3,3.7,Daun Koro,https://tanamankoropedang.files.wordpress.com/2011/10/bunga-koro-pedang41.jpg
266,51.0,2.5,1.1,8.0,Daun kubis segar,https://nilaigizi.com/assets/images/produk/produk_1599051215.jpg
267,14.0,1.3,0.3,2.3,Daun Kumak,https://blog.kuranesia.com/wp-content/uploads/2020/12/siomak-makanan-kura-kura-1024x768.jpg
268,60.0,4.0,0.4,4.7,Daun Labu Siam,https://aksikata.com/wp-content/uploads/2019/05/daun-labu-siam.jpg
269,30.0,3.6,0.6,4.5,Daun Labu Waluh,https://www.parenting.co.id/img/images/B1.jpg
270,87.0,8.3,1.8,14.4,Daun lamtoro segar,https://images.tokopedia.net/img/cache/700/product-1/2019/8/18/2557427/2557427_56747d87-c701-4023-80e8-2afe684f3653_480_480.jpg
271,76.0,2.8,0.2,15.8,Daun leilem segar,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/9/25/83b72d5f-d787-44e2-8948-a39c39825c37.jpg
272,45.0,4.7,0.5,8.1,Daun Leunca,https://www.bengkuluinteraktif.com/sites/default/files/articles/Pucuk%20Lumai.jpg
273,30.0,2.3,0.4,5.8,Daun Lobak,https://cms.sehatq.com/public/img/article_img/9-manfaat-daun-lobak-yang-tidak-diduga-duga-1606467271.jpg
274,40.0,3.0,0.8,7.4,Daun Lompong Tales,https://akcdn.detik.net.id/visual/2015/02/24/8175622a-42e8-494b-a380-e9a910f492bc_169.jpg?w=650
275,54.0,3.7,0.3,11.8,Daun Mangkokan,https://i0.wp.com/resepkoki.id/wp-content/uploads/2017/08/daun-mangkokan-sajian-sedap.jpg?fit=960%2C631&ssl=1
276,71.0,6.8,1.6,11.5,Daun matel ambon segar,https://i.ytimg.com/vi/lPwmWQFW8nU/maxresdefault.jpg
277,99.0,5.0,1.3,21.3,Daun Melinjo,https://goleksayur.com/data/images/product/IMG10160.jpg
278,63.0,3.8,1.5,11.5,Daun Mengkudu Kukus,https://img-global.cpcdn.com/recipes/49833231f339c1b4/680x482cq70/pilas-pindang-daun-mengkudu-foto-resep-utama.jpg
279,166.0,1.7,0.5,38.8,Daun ndusuk segar,https://ngkiong.com/wp-content/uploads/2020/12/senggani-1-e1609032934136.jpg
280,22.0,1.0,0.1,5.3,Daun Oyong,https://arafuru.com/wp-content/uploads/2014/08/menanam-gambas-agar-tumbuh-subur.jpg
281,22.0,1.0,0.1,5.3,Daun oyong segar,https://cdn.antaranews.com/cache/730x487/2018/07/daun-oyong.jpg
282,35.0,4.0,0.3,6.4,Daun Pakis,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/11085513/Jarang-Diketahui-Ini-X-Manfaat-Sayur-Pakis-bagi-Kesehatan.jpg
283,54.0,2.2,3.6,3.1,Daun pakis longgiho segar,https://id-live-01.slatic.net/p/e5fc6e2239f19bbaad5350801bd5ec35.jpg
284,39.0,4.5,0.4,6.9,Daun pakis segar,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/8/4/fc5f220f-8450-4e87-b3a6-6f9d1704ba02.jpg
285,53.0,3.4,1.2,7.2,Daun pakis wambateu segar,https://id-test-11.slatic.net/p/9448936aa018ceea1ad7c824279ab700.jpg
286,29.0,3.4,0.1,6.5,Daun paku segar,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/8/4/fc5f220f-8450-4e87-b3a6-6f9d1704ba02.jpgg
287,104.0,3.9,0.6,17.9,Daun pangisegar,https://img-cdn.medkomtek.com/rXX054UODp71SG3R3ZbIyuVlswY=/0x0/smart/filters:quality(75):strip_icc():format(webp)/article/cWS8XiCC8wtp6UT-piKna/original/057796300_1575283178-Daun-Pangi-Obati-HIV-AIDS-Mitos-atau-Fakta-by-basabali.jpg
288,49.0,2.7,1.0,8.4,Daun pare segar,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/11/14/84ab160b-18bb-4c17-815c-b86869bcd9a2.jpg
289,87.0,8.0,2.0,11.9,Daun pepaya segar,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/9/14/4beb22b7-d9e8-4689-9bb1-4446366b1b07.jpg
290,128.0,12.0,6.5,12.4,Daun Pete Cina,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/10/20/4d5b4825-c15e-4361-a51f-9918e6fb5835.png
291,37.0,2.5,0.8,6.9,Daun Poh-pohan,https://cdns.klimg.com/merdeka.com/i/w/news/2020/11/09/1240320/content_images/670x335/20201109100132-1-daun-pohpohan-001-nurul-diva-kautsar.jpg
292,301.0,14.2,10.9,49.0,Daun salam  bubuk,https://nilaigizi.com/assets/images/produk/produk_1537345863.jpg
293,62.0,4.0,0.5,10.5,Daun selasih segar,https://asset-a.grid.id/crop/0x0:0x0/780x800/photo/bobofoto/original/20908_darimanakah-biji-selasih-berasal.jpg
294,45.0,4.4,8.0,0.5,Daun Semanggi,https://d39wptbp5at4nd.cloudfront.net/media/21696_original_Daun-Semanggi-768x576.jpg
295,45.0,4.4,0.5,8.5,Daun semanggi segar,https://images.tokopedia.net/img/cache/700/product-1/2016/6/6/7951466/7951466_2919c0d2-eeb8-404a-b52c-01d0a2a68662.jpg
296,53.0,3.2,2.5,7.6,Daun simpur segar,https://www.socfindoconservation.co.id/asset/plant/537-3-dillenia-suffruticosa-griff-ex-hook.jpg
297,68.0,2.0,1.0,15.2,Daun singkil segar,https://images.tokopedia.net/img/cache/700/VqbcmM/2020/7/8/a50ed9f6-7f6b-4a75-abd2-0d8b7aeb2f03.jpg
298,73.0,6.8,1.2,13.0,Daun Singkong,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/k6oXuilGJwEixYI9s0ubT/original/043951600_1631871725-Berbagai_Manfaat_Daun_Singkong_untuk_Kesehatan_Anda.jpg
299,144.0,12.7,1.2,25.2,Daun singkong ambon segar,https://images.tokopedia.net/img/cache/700/product-1/2019/8/23/314662615/314662615_6e886ccb-20d5-4a20-9d8b-0a5b4f874482_494_494.jpg
300,50.0,6.2,1.1,7.1,Daun singkong ampenan segar,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/1/12/3cf5787e-7ef3-4d2e-ac6b-28f9f8e2c872.jpg
301,74.0,6.3,0.7,10.7,Daun singkong kopang segar,https://ds393qgzrxwzn.cloudfront.net/resize/m500x500/cat1/img/images/0/xmCLZX6vfY.jpg
302,55.0,4.0,0.5,8.5,Daun Singkong lodeh,https://asset.kompas.com/crops/mxv9DRtBdiPbq6Lb9lPvPEn4Mtk=/0x0:1000x667/750x500/data/photo/2020/10/21/5f8f3ec62aee7.jpg
303,31.0,3.7,0.6,4.8,Daun Singkong rebus,https://img-global.cpcdn.com/recipes/0aba29b97a7b109f/680x482cq70/daun-singkong-rebus-ala-rm-padang-foto-resep-utama.jpg
304,50.0,6.2,1.1,7.1,Daun singkong segar,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/3/14/5b176e26-9bf1-486e-ba6f-ec448cf01472.jpg
305,36.0,2.6,0.9,6.1,Daun Sintrong,https://images.tokopedia.net/img/cache/700/VqbcmM/2020/12/21/69e76fb4-86ba-4508-91a3-29ba9070212e.jpg
306,27.0,1.3,0.2,5.9,Daun talas rebus,https://archive.netralnews.com/foto/2020/04/13/76-daun_talas_sangat_lezat_dibuat_masakan_buntil.jpg
307,59.0,3.0,0.4,13.5,Daun talas segar,https://images.tokopedia.net/img/cache/700/product-1/2019/4/21/5808648/5808648_8744c29e-b9e5-475b-9c59-48324dc3e20e_348_348.jpg
308,71.0,4.1,2.1,12.3,Daun Tales,https://fisipol.uma.ac.id/wp-content/uploads/2022/12/daun-talas.jpg
309,27.0,1.3,0.2,5.9,Daun Tales rebus,https://cdn-2.tstatic.net/belitung/foto/bank/images/buntil-daun-talas.jpg
310,70.0,2.9,0.3,13.9,Daun tespong segar,https://images.tokopedia.net/img/cache/700/product-1/2020/6/11/batch-upload/batch-upload_c91521e8-a510-4026-8230-9be8e1313791.jpg
311,47.0,2.8,0.4,10.4,Daun Ubi Jalar,https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/jawapos/2022/11/daun-ubi-jalar.jpg
312,56.0,3.1,0.3,13.0,Daun Ubi Jalar kukus,https://cdnimage2.caping.co.id/news/20220228/2a/1619199045A782A517.jpg_480A0A1A80.webp
313,62.0,3.7,0.3,11.1,Daun ubi kuning segar,https://images.tokopedia.net/img/cache/700/hDjmkQ/2021/1/17/dd16436c-6a1f-4900-8c9e-1e7654adf66b.jpg
314,56.0,3.1,0.3,13.0,Daun ubi merah kukus,https://cdn1-production-images-kly.akamaized.net/53ShO_wlxOo4hIuWjKZKBK2QLvQ=/469x260/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2580229/original/025700500_1546586996-resep-tumis-daun-ubi-jalar.jpg
315,48.0,3.0,0.3,10.8,Daun ubi merah segar,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/3/8/938424e6-4195-4814-9f3a-dffa83482865.jpg
316,46.0,2.8,0.2,8.2,Daun ubi putih segar,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2019/10/08/983732094.jpg
317,55.0,1.7,0.1,11.9,Daun ubi tinta segar,"https://static.wixstatic.com/media/47a984_0de71c01a4e447fb86743743e8cd94b3.jpg/v1/fill/w_582,h_291,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/47a984_0de71c01a4e447fb86743743e8cd94b3.jpg"
318,260.0,2.0,15.0,53.0,Deblo ,https://img-global.cpcdn.com/recipes/613bae93e873b173/680x482cq70/deblo-foto-resep-utama.jpg
319,382.0,55.7,14.1,8.0,Dendeng belut goreng,https://selerasa.com/wp-content/uploads/2015/11/images_dendeng-belut.JPG
320,433.0,55.0,9.0,0.0,Dendeng Daging Sapi,https://awsimages.detik.net.id/community/media/visual/2022/02/20/resep-dendeng-sapi-medan_43.jpeg?w=700&q=90
321,598.0,74.3,26.9,9.2,Dendeng mujahir goreng,https://img-global.cpcdn.com/recipes/c49ebd05c391ae54/680x482cq70/dendeng-mujair-foto-resep-utama.jpg
322,77.0,13.8,1.9,0.7,Dideh darah ayam,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh9d4T1r7jHqSELzd2b3KBFeJlzKWtbaUIbOrsHTyKYSr_SJvpO2EijjASugjDKlv0-WhFvsRpcskdPJx95G3cpox3XJVzjTbDJQaISa_egWAzjYl3Cd8Zb0hXWGcIGj8KavQ37Uu6qRvTtob_G9TAIxgfhI4Xz2yKfM_PuI3PixHmXXHJySQ70I4e9dQ/s600/dideh.jpg
323,104.0,21.9,1.1,0.0,Dideh darah sapi,https://cdns.diadona.id/diadona.id/resized/640x320/news/2020/09/29/23311/664xauto-banyak-digemari-kuliner-asal-indonesia-ini-ternyata-terbuat-dari-darah-hewan-200929c.jpg
324,248.0,10.0,2.3,40.9,Djibokum masakan,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
325,395.0,3.0,5.7,81.2,Dodol,https://asset.kompas.com/crops/e3JycmGm1r9fr7krT-Kj-p7R3m0=/32x18:1000x664/750x500/data/photo/2023/03/03/64014f11134b7.jpeg
326,298.0,3.7,2.1,65.9,Dodol bali,https://awsimages.detik.net.id/community/media/visual/2022/06/13/dodol-khas-bali-berbungkus-kulit-jagung-kering-buatan-perajin-dodol-di-desa-penglatan-kecamatan-buleleng-kabupaten-buleleng_169.jpeg?w=620
327,368.0,2.6,8.6,70.0,Dodol banjarmasin,https://indonesiakaya.com/wp-content/uploads/2020/10/4__Sentra_pembuatan_dodol_Kandangan_berada_di_kabupaten_Hulu_Sungai_Selatan_kota_Banjarmasin_Kalimantan_Selatan_edit.jpg
328,348.0,0.4,3.8,76.1,Dodol galamai,https://cdn.idntimes.com/content-images/community/2021/01/101186477-721573788678961-609266625911808050-n-0b2e3fe55c98e8dc089991ca6127b017-d50f4f0a2cefd2131bdbae4fd41bbbef.jpg
329,331.0,1.9,7.6,63.8,Dodol kedondong,https://smansabangko.sch.id/storage/smansabangko.sch.id/editor/irouKFVLfBSxITWbSup2WiqvqfbWRybMTVnpJgr8.jpg
330,373.0,4.3,16.5,51.9,Dodol manado,https://cdn-2.tstatic.net/manado/foto/bank/images/dodol-amurang_khas-manado.jpg
331,17.5,3.3,2.3,39.5,Dodonkol ,https://www.piknikdong.com/wp-content/uploads/2022/06/Resep-Awug-Sederhana.jpg
332,317.0,15.7,27.7,0.0,Domba daging gemuk segar,https://png.pngtree.com/png-vector/20210913/ourlarge/pngtree-fresh-lamb-ingredients-png-image_3922032.jpg
333,202.0,17.1,14.8,0.0,Domba daging kurus  segar,https://images.tokopedia.net/img/cache/700/VqbcmM/2020/11/2/63145b70-ef97-4649-af84-9b14cdc13519.jpg
334,100.0,16.6,3.3,1.0,Domba ginjal segar,https://media.istockphoto.com/id/1457294473/id/foto/ginjal-domba-segar-mentah-di-atas-talenan.jpg?s=612x612&w=0&k=20&c=coamiTuIqCOb7QJ-3vJkyY6CWF7hjKA75JGFQmQFCDw=
335,63.0,1.0,0.2,16.1,Duku,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Duku_Lansium_domesticum_Ripe.jpg/1200px-Duku_Lansium_domesticum_Ripe.jpg
336,134.0,2.5,3.0,28.0,Durian,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2023/01/20/alasan-mengapa-buah-durian-diseb-20230120035049.jpg
337,80.0,0.5,0.6,18.2,Duwet segar,https://t-2.tstatic.net/jogja/foto/bank/images/duwet-atau-jamblang_20181006_142430.jpg
338,18.0,1.0,0.2,3.8,Eceng Gondok,https://unair.ac.id/wp-content/uploads/2022/11/Foto-by-detikFood.jpeg
339,98.0,1.4,0.2,25.4,Embacang,https://s0.bukalapak.com/img/037360101/large/144135_2embacang.jpg
340,248.0,36.2,6.9,10.1,Empal (daging) Goreng masakan,https://cdn-2.tstatic.net/batam/foto/bank/images/resep-empal.jpg
341,590.0,18.5,57.0,0.0,Empal Goreng,https://ikafood.com/wp-content/uploads/2020/09/Empal-Gepuk.jpg
342,345.0,12.0,1.5,71.5,Emping (kerupuk melinjo),https://cdns.klimg.com/merdeka.com/i/w/news/2020/09/24/1224077/540x270/cara-membuat-emping-melinjo-yang-gurih-dan-renyah-mudah-dipraktikkan.jpg
343,403.0,10.6,2.2,85.3,Emping beras,https://id-test-11.slatic.net/p/8d475dd96749024eb4626810ea458829.jpg
344,355.0,17.8,4.6,60.7,Emping komak,https://s2.bukalapak.com/img/762986024/large/Cemilan__Emping_Komak_Lombok_.jpg
345,122.0,3.5,4.5,17.5,Encung asam segar,https://agretail.id/uploads/news/news_20200728174010_846.jpeg
346,538.0,13.6,30.3,52.6,Enting-enting gepuk hello kity,https://lzd-img-global.slatic.net/g/p/46ae93d66169830341e0450a39d663b5.jpg_720x720q80.jpg_.webp
347,524.0,13.3,29.2,52.0,Enting-enting gepuk kacang tanah,https://eventkampus.com/data/artikel/2/enting-enting-khas-salatiga-asal-usul-dan-kandungan-nutrisi-dalam-enting-enting.jpeg
348,565.0,18.2,38.4,36.8,Enting-enting wijen,https://img-global.cpcdn.com/recipes/fb33825abf7ebb72/680x482cq70/enting-enting-kacang-wijen-foto-resep-utama.jpg
349,70.0,0.6,0.0,18.9,Erbis,https://media.suara.com/pictures/653x366/2022/07/10/74690-ilustrasi-erbis.jpg
350,210.0,4.0,12.5,20.6,Es krim,https://cdn0-production-images-kly.akamaized.net/HfkjSnesMVgDaS0dVGBUFFN6sZw=/1200x1200/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2769420/original/063670200_1554367843-birthday-break-caramel-461430.jpg
351,156.7,3.0,1.7,32.7,Es Krim (Coconut milk) ,https://cdn.nutritioninthekitch.com/wp-content/uploads/2022/03/Coconut-ice-cream-5-800x1184.jpg
352,152.0,0.0,0.0,37.6,Es Mambo ,https://www.masakapahariini.com/wp-content/uploads/2020/06/es-mambo.jpg
353,44.8,0.0,0.0,11.3,Es Sirup ,"https://cdn.yummy.co.id/content-images/images/20220619/xfaVB26SMb4zm5RAt72MsKdSiArIkWyc-31363535363231363533d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/resize,w_388,h_388,m_fixed,x-oss-process=image/format,webp"
354,270.0,12.3,15.9,19.3,Fillet o-fish,https://www.recipetineats.com/wp-content/uploads/2018/08/Homemade-Filet-O-Fish_3.jpg
355,322.0,2.4,0.6,76.6,Gadeng/Gadung kering,https://cf.shopee.co.id/file/4bd71bb1fd0ed9886cc4dd7af0f7b436
356,137.0,6.1,3.2,21.0,Gado-gado,https://img.kurio.network/rlKzeW_1_iLZ-JMm9fFHX-rGdIE=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/22/06/22/53264347-b7ba-4257-852d-04e3d1b4e4e5.jpe
357,88.0,0.8,0.3,20.9,Gadung kukus,https://img-global.cpcdn.com/recipes/51c229856c44e39a/680x482cq70/gadung-kukus-foto-resep-utama.jpg
358,101.0,2.1,0.2,23.2,Gadung mentah,https://jernih.co/wp-content/uploads/gadung-1.jpg
359,88.0,0.6,0.3,20.9,Gadung ubi kukus,https://img-global.cpcdn.com/recipes/51c229856c44e39a/1200x630cq70/photo.jpg
360,100.0,0.9,0.3,23.5,Gadung ubi segar,https://images.tokopedia.net/img/cache/500-square/product-1/2019/5/8/6003009/6003009_42d1e66b-cf0c-44b1-bf85-82709633f561.png
361,18.0,0.8,0.2,4.1,Gambas (Oyong),https://static.honestdocs.id/system/blog_articles/main_hero_images/000/001/679/original/15_Manfaat_Sayur_Gambas_%28Oyong%29_Bagi_Kesehatan.jpg
362,13.0,0.3,0.6,1.6,Gambas lodeh,"https://cdn.yummy.co.id/content-images/images/20210411/n8JWL5o9Saqut50aP4W9cCHqob98nCg8-31363138313239343736d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/resize,w_388,h_388,m_fixed,x-oss-process=image/format,webp"
363,68.0,0.7,0.1,18.0,Gandaria,https://awsimages.detik.net.id/community/media/visual/2019/12/27/cdbc1b24-d9d7-4212-a38f-f527093a21e6_43.jpeg?w=600&q=90
364,100.0,0.8,0.2,23.8,Ganyong kukus,https://pbs.twimg.com/media/FaAqu9paIAEm13B?format=jpg&name=4096x4096
365,95.0,1.0,0.1,22.6,Ganyong mentah,https://3.bp.blogspot.com/-NKNz9WU0oo8/WfobcfcbliI/AAAAAAAAAQk/yJ3EvQk5_xQucwTaboHstWVS56JUmjjxACLcBGAs/s1600/IMG_6745.JPG
366,100.0,0.8,0.2,23.8,Ganyong rebus,https://assets-a1.kompasiana.com/items/album/2019/11/18/fb-img-1574037281653-5dd1e7e2d541df7e5258fdc2.jpg
367,77.0,0.6,0.2,18.4,Ganyong segar,https://id-test-11.slatic.net/p/b5d4ead3758c0c6492d33214e29bf296.jpg
368,338.0,1.5,0.7,81.3,Gaplek,https://img-global.cpcdn.com/recipes/136bf6be239b77b2/1280x1280sq70/photo.webp
369,191.0,4.5,1.5,39.7,Gatep segar,https://visitbali.id/images/data/2021/Sep/27/615168beaee801728.jpg
370,347.0,1.3,0.7,83.8,Gatot,https://upload.wikimedia.org/wikipedia/commons/f/fb/19._Gathot_2.jpg
371,195.0,0.4,1.7,44.4,Geblek,https://assets.pikiran-rakyat.com/crop/13x117:1065x1297/x/photo/2022/07/22/2059763332.jpg
372,389.0,0.0,0.0,91.0,Gelatine,https://asset.kompas.com/crops/_L9e1vMf1G0xP0ebOzrif0YDzzQ=/0x0:1000x667/750x500/data/photo/2020/10/06/5f7c01379379a.jpg
373,95.0,1.5,0.1,22.4,Gembili,https://awsimages.detik.net.id/community/media/visual/2020/05/04/47dff53b-5a39-4136-907a-51e3754353b1_169.png?w=650&q=90
374,131.0,1.1,0.2,31.3,Gembili ubi segar,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//101/MTA-48006729/tidak_ada_merk_umbi_gembili_500_gram_ubi_gembili_ketan_pulen_segar_full03_9aa38a1b.jpg
375,274.0,1.7,5.4,55.5,Gemblong,https://asset.kompas.com/crops/I3Y-iWTZTZ0TLo5ZTtNqPtrya_s=/0x73:1280x926/750x500/data/photo/2020/08/16/5f3913fdc5e69.jpg
376,407.0,6.4,28.2,32.0,Gendar goreng,https://img-global.cpcdn.com/recipes/8740dfff5f5019cb/1200x630cq70/photo.jpg
377,35.0,1.7,0.2,7.7,Genjer segar,https://images.tokopedia.net/img/cache/700/product-1/2020/5/15/7845717/7845717_a5118472-420f-4bf5-a311-ff8401926d6d_1000_1000.jpg
378,350.0,1.4,14.4,53.6,Geplak,https://www.tuguwisata.com/wp-content/uploads/2017/10/chefjourneys_3_10_2017_14_6_38_173.jpg
379,462.0,3.1,24.4,57.7,Geplak jahe,https://id-live-01.slatic.net/p/e9d3d5c495903bfc0909965e77c210ad.jpg
380,75.0,8.2,2.0,6.0,Gete kuah asam masakan,https://nilaigizi.com/assets/images/produk/produk_1535785356.jpg
381,360.0,1.3,6.4,74.3,Getuk goreng,https://resepkoki.id/wp-content/uploads/2016/03/Resep-Getuk-goreng.jpg
382,171.4,4.0,4.0,32.0,Getuk Lindri ,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2018/12/21/1509136869.jpg
383,144.0,1.1,0.4,34.1,Getuk pisang,https://asset.kompas.com/crops/l3xnQh1pGb-JXXnQlqwMVzdfRMo=/0x0:1000x667/750x500/data/photo/2022/12/25/63a7a3ef59ddd.jpeg
384,204.0,0.5,1.4,47.4,Getuk singkong,https://images.tokopedia.net/img/KRMmCm/2022/8/9/d04d11c4-f1e5-4595-8166-a53955b475ca.jpg
385,114.0,16.3,4.6,0.8,Ginjal Babi,https://s1.bukalapak.com/img/6117974221/large/GINJAL_BABI___PORK_KIDNEY_.jpg
386,105.0,16.6,3.3,1.0,Ginjal Domba,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/6/21/c055064b-bb60-4818-b25b-4213572335df.jpg
387,141.0,15.0,8.1,0.9,Ginjal Sapi,https://i0.wp.com/herald.id/wp-content/uploads/2023/01/google.jpg?fit=521%2C405&ssl=1
388,53.0,1.6,1.6,8.8,Gudeg ,https://cdn1-production-images-kly.akamaized.net/IpYTbngk7MSDqY-O2zh-l35oxxs=/1200x1200/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/776636/original/012158200_1417956101-gudeg.jpg
389,160.0,3.3,9.2,16.0,Gudeg sayur,https://1.bp.blogspot.com/-dubLmtxl4XI/V9NzynrpH4I/AAAAAAAAZTY/Mh8U8r2Fy58EWteb0ARFDyZWj7Wot4n0ACLcB/s1600/A%2BGUDEG%2BBASAH%2BIG.jpg
390,368.0,0.0,0.0,95.0,Gula Aren,https://pertanian.uma.ac.id/wp-content/uploads/2023/02/61b16531c9fe7.jpg
391,386.0,3.0,10.0,76.0,Gula Kelapa,https://centralagrolestari.com/public/storage/pos/images/1626581730.jpg
392,356.0,0.4,0.5,90.6,Gula Merah Tebu belum dimurnikan,https://img.my-best.id/content_section/choice_component/contents/31f66e56783bda930982232d7debc6ca.jpg?ixlib=rails-4.3.1&q=70&lossless=0&w=690&fit=max&s=3f720921b474d65bdf6d775ab995d54c
393,394.0,0.0,0.0,94.0,Gula putih,https://s0.bukalapak.com/bukalapak-kontenz-production/content_attachments/88280/original/manfaat_gula_pasir_main_image.jpg
394,52.0,10.0,0.5,1.8,Gulai asam keueung masakan,https://img-global.cpcdn.com/recipes/8f989c17e5803c3b/680x482cq70/gulai-asam-keueng-asam-pedas-tongkol-seafoodfestival-foto-resep-utama.jpg
395,106.0,16.5,3.3,2.5,Gulai ikan masakan,https://sweetrip.id/wp-content/uploads/2022/10/1.jpg
396,148.0,10.0,9.8,5.0,Gulai ikan paya masakan,https://www.glory-travel.com/wp-content/uploads/2018/11/o1AJ9qDyyJNSpZWhUgGYc3MngFqoAN6WRcGHHcyTN6eXyGCVk.jpg
397,126.0,4.2,9.4,6.2,Gulai kambing,https://kbu-cdn.com/dk/wp-content/uploads/gulai-kambing.jpg
398,110.0,5.9,8.2,3.2,Gulai keumamah masakan,https://img-global.cpcdn.com/recipes/d43cbe5d1ad0490d/680x482cq70/gulai-keumamah-foto-resep-utama.jpg
399,143.0,4.0,11.4,6.0,Gulai pakis,https://www.agrowindo.com/wp-content/uploads/2017/06/Gulai-pakis-agrowindo.jpg
400,176.0,7.3,14.9,3.2,Gulai pliek,https://mediakom.kemkes.go.id/wp-content/uploads/2021/08/kuah-pliek-u.png
401,132.0,9.0,7.2,7.8,Gulai tiram masakan,https://img-global.cpcdn.com/recipes/09856a93968f8df1/1200x630cq70/photo.jpg
402,192.0,12.7,10.1,12.7,Gurame asem manis masakan,https://d12man5gwydfvl.cloudfront.net/wp-content/uploads/2020/03/shutterstock_1561182373.jpg
403,218.0,0.5,2.5,48.5,Gurandil,https://i.ytimg.com/vi/xDsBbOWMWJo/maxresdefault.jpg
404,389.0,16.9,35.0,0.3,Ham,https://bakeitwithlove.com/wp-content/uploads/2021/12/glazed-honey-ham-sq.jpg
405,65.0,10.0,1.0,3.5,Hangop,https://www.lekkerensimpel.com/wp-content/uploads/2016/10/IMG_0381-2.jpg
406,134.0,19.7,4.8,1.7,Hati Babi,https://media.suara.com/pictures/653x366/2019/10/10/41737-ilustrasi-hati-babi-pixabaychodarat.jpg
407,136.0,19.7,3.2,6.0,Hati Sapi,https://doktersehat.com/wp-content/uploads/2022/04/hati-sapi-doktersehat.jpg
408,390.0,14.2,7.4,68.2,Havermout,https://id-test-11.slatic.net/p/2055593e09b807e28ea3fd9b8756b103.jpg
409,127.0,1.2,0.5,29.5,Hofa/Ubi hutan segar,https://www.mongabay.co.id/wp-content/uploads/2015/05/sikapa02.jpg
410,146.0,17.7,5.9,5.6,Ikan asar merah masakan,https://t-2.tstatic.net/medan/foto/bank/images2/Resep-Ikan-Asar-dan-Cara-Membuatnya-Hidangan-Khas-Maluku.jpg
411,380.0,33.6,27.5,0.0,Ikan Asin bilis goreng,https://img-global.cpcdn.com/recipes/446879a009d58694/1200x630cq70/photo.jpg
412,456.0,46.5,24.4,0.0,Ikan Asin gabus goreng,https://images.tokopedia.net/img/cache/700/product-1/2019/7/27/6486945/6486945_99c1b375-e266-42bb-b539-f5731fb74114_960_960.jpg
413,348.0,18.7,29.5,0.0,Ikan Asin japuh goreng,https://img-global.cpcdn.com/recipes/756a62f3201bd80c/1200x630cq70/photo.jpg
